,wp_height,blade_angle,feed_vel,tot_diam_remov,wp_lenght,wp_diameter,grind_wheel_diam,contr_wheel_diam,contr_wheel_vel,grind_spec_energy,edge_force_comp,grit_stiff,0
0,0.3810004453438483,0.2672262852394722,1.5159673657688122,-0.540471077157866,1.7231707156228433,-0.16449408794534626,-0.3911491808469031,0.8140131601408522,1.5633281314497305,1.4313945699100181,-0.7472006514124083,-0.02325751886116721,0.33758085993892584
1,-1.159070167244715,0.2672262852394722,1.5193502776031638,-0.47290085107503904,1.6453637434327566,1.373885068726041,-1.2368771394348017,-0.9603240969765587,0.6381017447545694,-0.6930740620627828,-0.8562995580702473,-0.13235642551900612,-0.15109605695309994
2,-1.617454720799356,0.2672262852394722,-0.04947508557738982,-0.878322207572001,0.4537330497824076,0.808093064430737,1.4102513709453208,-0.04101780599151308,0.3556286065862113,1.1193209531910837,-1.492286982928347,0.025794702736930904,-0.6913652250424975
3,0.6457132963818606,0.2672262852394722,-0.3150336645739903,-0.6756115293235201,-1.566711043284082,1.424628746241315,0.3277195839528107,-0.01564596723387612,-0.22115786117073546,0.6770052308496127,-1.0770345552616887,0.47572197670569294,-0.5388894230602822
4,-1.609843169172065,0.2672262852394722,0.567060596233189,-0.0674794945780771,-1.0711144595515736,0.35224569475185974,1.373885068726041,-1.3003067363288938,1.1895163737538792,-0.8799799409107084,-1.4060227311523812,-1.0601199960899308,1.2229606524861834
5,-0.3260281280356349,-1.06923142457845,-0.1348936093947677,-0.47290085107503904,-0.391994908805491,-1.2622489781924384,1.3070725599975972,-1.4364689376615456,0.9298778904673944,-0.8258533515610829,-0.3048849290709374,-1.1641445349962423,-0.8468037806119123
6,-1.2910037287844272,0.2672262852394722,0.7734182181286363,-0.878322207572001,-0.4791048885400445,-1.4001026354422659,-1.33413585467241,1.2148882125115161,-0.8283905354368466,0.1924031105787469,0.6913826061456071,-1.5548708518638514,-0.9597741883087062
7,0.5163169187179121,0.2672262852394722,0.8376935429813017,-0.4391157380336256,1.400948363400854,-0.5442259413513126,1.6698898542318057,-1.0186793261191238,-0.33533113558010175,-0.27190153868600936,-0.5805922435705924,-1.1556872554103634,-0.23221558882506937
8,-0.5298485660553185,1.6036839950573945,-1.0533541724212265,-0.30397528586797157,0.11882477818159974,-0.5907409790736471,-0.6727765910566733,0.865602565614714,-0.874905573159181,-1.0702687315929855,-0.2059347579161533,0.5729806919433013,-0.7023195151927234
9,-0.6347188329202178,0.2672262852394722,-1.117629497273907,0.9122887836229143,1.2521002426893837,0.6888454222698434,0.5433802133927248,1.6487466552671082,0.9180376990471638,-0.7226745406133592,0.20762621383332908,0.12643632980889083,-0.4732989140475361
10,-0.391994908805491,1.6036839950573945,-1.66396975852169,3.3786020356460997,-0.2516040676798998,1.674964221983333,-0.47233906487134136,-0.8173960719752039,-1.4288573860342546,-1.5455678443193845,-1.5692482271598458,1.1210124091082596,-0.2549039830004261
11,1.4821382474252922,0.2672262852394722,-1.253791698606559,1.790701722699665,1.284237905115724,1.0398225250838211,-0.6922283341041949,-1.1539957994931875,-0.9755472002311409,-1.081263195054628,-0.5239284703452032,-0.6710851351394975,0.0797755957780769
12,1.4449262172474246,-1.06923142457845,0.8317734472711864,-0.878322207572001,-0.09683585125831438,1.707101884409673,-1.3527418697613438,0.9197291549643396,1.4483091290817762,-1.2867750889914875,1.5193502776031598,-0.3547828786276234,-0.4300613171499176
13,-0.7074514373587771,-1.06923142457845,-1.5760140508285485,1.7231314966168383,1.3392102224239373,-1.6893415972793273,1.399256907483678,-1.0626571799656945,-1.4550749527504794,1.2690148018611416,0.7091428932759529,0.46472751324405026,-0.9843332371280497
14,1.3155298395834762,1.6036839950573945,1.375576524643221,-0.30397528586797157,-1.0550456283384033,-0.9738557443139652,-1.6199919046751197,-1.1565329833689513,0.21862067729497175,0.02156606294399141,-0.7835669536316879,-1.633523552012526,0.9102828698072217
15,1.6791928617762726,-1.06923142457845,0.6837710545183189,-0.2701901728265581,1.6233748165094712,0.38776626901255146,1.0212165099948876,1.6952616929894424,0.15434535244229147,-1.2470258749378562,-0.7302860922406503,-0.9721642883967894,2.2470594192237687
